solute_smiles,solvent_smiles,logS,temp_k
CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,CCO,-0.5210728698823401,318.2
CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,CCO,-0.4088372368081853,323.2
CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,CCO,-0.2921333832056332,328.2
O=C(O)CCC(=O)O,CCO,-0.1942356479999381,278.15
O=C(O)CCC(=O)O,CCO,-0.1407052590620623,283.15
O=C(O)CCC(=O)O,CCO,-0.1199337127699065,288.15
O=C(O)CCC(=O)O,CCO,-0.1051037762930602,293.15
O=C(O)CCC(=O)O,CCO,-0.0247212151392757,298.15
O=C(O)CCC(=O)O,CCO,0.0589898273050251,303.15
O=C(O)CCC(=O)O,CCO,0.1374708599770727,308.15
O=C(O)CCC(=O)O,CCO,0.2504050670725475,313.15
O=C(O)CCC(=O)O,CCO,0.3393365143392096,318.15
O=C(O)CCC(=O)O,CCO,0.420673551325095,323.15
O=C(O)CCC(=O)O,CCO,0.5086077872656063,328.15
O=C(O)CCC(=O)O,CCO,0.6031194873740349,333.15
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,CCO,-3.2739994316933276,288.15
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,CCO,-3.139670409017212,293.15
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,CCO,-3.044002412086805,298.15
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,CCO,-2.938274916747131,303.15
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,CCO,-2.8047999187758688,308.15
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,CCO,-2.718743371761988,313.15
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,CCO,-2.695407607926529,318.15
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,CCO,-2.610444427879989,323.15
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,CCO,-2.475811738301726,328.15
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,CCO,-2.4164896113710195,333.15
CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,CCO,-2.3503603781737423,338.15
CC(=O)NCC(=O)O,CCO,-1.4105942552888466,278.15
CC(=O)NCC(=O)O,CCO,-1.3308373432587142,282.15
CC(=O)NCC(=O)O,CCO,-1.2601152146751244,286.15
CC(=O)NCC(=O)O,CCO,-1.1997676355569324,290.15
CC(=O)NCC(=O)O,CCO,-1.1541281686560132,293.15
CC(=O)NCC(=O)O,CCO,-1.0863693912371546,297.15
CC(=O)NCC(=O)O,CCO,-1.0161904046555448,302.15
CC(=O)NCC(=O)O,CCO,-0.9383180174717684,307.15
CC(=O)NCC(=O)O,CCO,-0.8883005622716446,311.15
CC(=O)NCC(=O)O,CCO,-0.818433249988207,315.15
CC(=O)NCC(=O)O,CCO,-0.7560538693883934,319.15
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,CCO,-3.421237459843318,288.2
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,CCO,-3.3510819176993363,293.2
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,CCO,-3.2913424376266365,298.2
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,CCO,-3.252372063587964,303.2
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,CCO,-3.2292543056448,308.2
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,CCO,-3.0123353369642287,313.2
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,CCO,-2.908989542149679,318.2
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,CCO,-2.763653842671607,323.2
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,CCO,-2.69681271429625,328.2
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,CCO,-0.5952713100175127,280.35
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,CCO,-0.4770845553427267,284.35
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,CCO,-0.3586133428091008,288.15
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,CCO,-0.2421483532961094,292.25
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,CCO,-0.1345589483844679,296.65
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,CCO,-0.0382683143157338,300.25
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,CCO,0.0388087058367852,303.15
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,CCO,0.1512665412596493,307.65
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,CCO,0.244268697080888,311.15
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,CCO,0.3374329681621396,315.15
COc1ccc2nc(SCc3ncc(C)c(OC)c3C)[nH]c2c1,CCO,0.4380452995376567,319.65
O=C(O)[C@H](O)[C@@H](O)C(=O)O,CCO,-0.2399455162490144,281.15
O=C(O)[C@H](O)[C@@H](O)C(=O)O,CCO,-0.1639570929046473,285.15
O=C(O)[C@H](O)[C@@H](O)C(=O)O,CCO,-0.0820838308958721,289.15
O=C(O)[C@H](O)[C@@H](O)C(=O)O,CCO,-0.0175152200341812,293.15
O=C(O)[C@H](O)[C@@H](O)C(=O)O,CCO,0.0475826801249234,297.15
O=C(O)[C@H](O)[C@@H](O)C(=O)O,CCO,0.1148103586146945,301.15
Clc1ccc(OCCCBr)cc1,CCO,-0.4073457556697553,273.15
Clc1ccc(OCCCBr)cc1,CCO,-0.2985389965709588,278.15
Clc1ccc(OCCCBr)cc1,CCO,-0.1816906159261739,283.15
Clc1ccc(OCCCBr)cc1,CCO,-0.0537017373177556,288.15
Clc1ccc(OCCCBr)cc1,CCO,0.0816367620330282,293.15
Clc1ccc(OCCCBr)cc1,CCO,0.2440243116910713,298.15
Clc1ccc(OCCCBr)cc1,CCO,0.4477737813802491,303.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-2.294872265367907,278.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-2.182819801231726,283.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-2.0789157199668744,288.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-1.9811472888965365,293.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-1.882606413567241,298.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-1.792219634979786,303.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-1.7024049059989328,308.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-1.6149009982375064,313.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-1.5302409044023302,318.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-1.448207708562352,323.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-1.3684658420328315,328.15
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CCO,-1.2957752804390985,333.15
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,CCO,-3.755121115597051,270.15
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,CCO,-3.7184408638868622,280.15
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,CCO,-3.560475967233704,290.15
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,CCO,-2.9840639949128307,300.15
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,CCO,-2.4731749208720535,310.15
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,CCO,-1.6324820350191176,320.15
COC(=O)NCCCCCCNC(=O)OC,CCO,-0.5711853222089682,298.15
COC(=O)NCCCCCCNC(=O)OC,CCO,-0.5097122672265807,300.15
COC(=O)NCCCCCCNC(=O)OC,CCO,-0.4498477085835179,303.15
COC(=O)NCCCCCCNC(=O)OC,CCO,-0.3154299984515521,308.15
COC(=O)NCCCCCCNC(=O)OC,CCO,-0.2097716144164668,313.15
COC(=O)NCCCCCCNC(=O)OC,CCO,-0.0922730708841615,318.15
COC(=O)NCCCCCCNC(=O)OC,CCO,0.0435087770046052,323.15
COC(=O)NCCCCCCNC(=O)OC,CCO,0.1372816418899128,328.15
COC(=O)NCCCCCCNC(=O)OC,CCO,0.2538359207993999,333.15
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCO,-2.870064636954032,288.15
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCO,-2.791338344067859,293.15
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCO,-2.722930111755305,298.15
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCO,-2.6561458294271456,303.15
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCO,-2.580409431618002,308.15
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCO,-2.4920869346457075,313.15
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCO,-2.4253864817601256,318.15
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CCO,-3.273015113077,277.85
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CCO,-3.1038531769283138,288.45
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CCO,-2.967166379664703,298.45
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CCO,-2.8191292810561315,308.35
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CCO,-2.7076747555009653,313.45
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CCO,-2.443462097792148,329.75
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CCO,-2.3793085627890336,333.65
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,CCO,-2.1103619791156607,278.2
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,CCO,-2.0554582779814594,283.2
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,CCO,-1.9910174122464257,288.2
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,CCO,-1.9271066952389264,293.2
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,CCO,-1.847104697556231,298.2
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,CCO,-1.7661401025497034,303.2
CC(=O)CCc1ccc(O)cc1,CCO,0.3365552419252882,283.15
CC(=O)CCc1ccc(O)cc1,CCO,0.4508959430488394,288.15
CC(=O)CCc1ccc(O)cc1,CCO,0.5742515331975678,293.15
CC(=O)CCc1ccc(O)cc1,CCO,0.6692675032652302,298.15
CC(=O)CCc1ccc(O)cc1,CCO,0.7708560464555393,303.15
CC(=O)CCc1ccc(O)cc1,CCO,0.8589067433165938,308.15
CC(=O)CCc1ccc(O)cc1,CCO,0.9687595076963136,313.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-2.4261578152609307,278.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-2.312022969713083,283.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-2.1961963868286114,288.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-2.096602454061098,293.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-1.99250457462669,298.15
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CCO,-1.8916183139532632,303.15
CC(=O)c1cnccn1,CCO,-0.8877777089158111,268.35
CC(=O)c1cnccn1,CCO,-0.7063633547611013,273.15
CC(=O)c1cnccn1,CCO,-0.6194058076573199,278.15
CC(=O)c1cnccn1,CCO,-0.5030706705515247,283.21
CC(=O)c1cnccn1,CCO,-0.3902094607360277,288.15
CC(=O)c1cnccn1,CCO,-0.2103272902019559,293.05
CC(=O)c1cnccn1,CCO,-0.1125891775143788,298.15
CC(=O)c1cnccn1,CCO,-0.0126133856232915,303.15
CC(=O)c1cnccn1,CCO,0.1209032723182445,308.35
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.7455699309038467,283.15
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.7114911763615275,285.65
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.6795470295649949,288.15
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.6455549066553725,290.65
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.6122077145323394,293.15
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.5790405426001491,295.65
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.5438594242991217,298.15
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.5089652824160465,300.65
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.4770217385290338,303.15
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.4468240827641132,305.65
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.4158219825455214,308.15
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.3869382117759412,310.65
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.3541105586925133,313.15
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.3234452302649335,315.65
Cc1cccc(C(=O)O)c1[N+](=O)[O-],CCO,-0.2934512409742215,318.15
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,CCO,-0.2553017665853004,278.15
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,CCO,-0.1650151154285726,283.15
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,CCO,-0.109308750854415,288.15
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,CCO,-0.0393278579799312,293.15
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,CCO,0.0374915224962493,298.15
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,CCO,0.1144007218215615,303.15
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,CCO,0.1873645128334035,308.15
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl,CCO,0.2748639465577562,313.15
Cc1ccc(S(=O)[O-])cc1.[Na+],CCO,-1.266181554603963,278.15
Cc1ccc(S(=O)[O-])cc1.[Na+],CCO,-1.244322969117375,283.15
Cc1ccc(S(=O)[O-])cc1.[Na+],CCO,-1.234875386075548,288.15
Cc1ccc(S(=O)[O-])cc1.[Na+],CCO,-1.226709145846521,293.15
Cc1ccc(S(=O)[O-])cc1.[Na+],CCO,-1.217757907771896,298.15
Cc1ccc(S(=O)[O-])cc1.[Na+],CCO,-1.2093273802060511,303.15
Cc1ccc(S(=O)[O-])cc1.[Na+],CCO,-1.1999914796871416,308.15
Cc1ccc(S(=O)[O-])cc1.[Na+],CCO,-1.190832420189587,313.15
Cc1ccc(S(=O)[O-])cc1.[Na+],CCO,-1.1821428407350876,318.15
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,CCO,-1.2233777136088972,278.15
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,CCO,-1.1449334346094204,283.15
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,CCO,-1.1156394061266282,288.15
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,CCO,-1.0790766972229229,293.15
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,CCO,-1.0295314193556446,298.15
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,CCO,-0.96942237731395,303.15
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,CCO,-0.9482618473391924,308.15
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,CCO,-0.9044243950861696,313.15
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,CCO,-0.8678530216256308,318.15
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,CCO,-0.5614911637577068,278.15
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,CCO,-0.500432501433192,283.15
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,CCO,-0.4163499934616343,288.15
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,CCO,-0.3367085741753551,293.15
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,CCO,-0.266455051699337,298.15
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,CCO,-0.181025857453125,303.15
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,CCO,-0.0761670337727343,308.15
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,CCO,0.0586260644758844,313.15
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,CCO,0.1983367610262286,318.15
